title,description,company,link,text,category,homologated_salary,homologated_experience
sin título,sin descripción,Sin empresa,https://www.trabajando.cl/,sin título sin descripción,IT,No especificado,No especificado
campaña de promotor/a - vendedor/a con horario flexible,sin descripción,Proyecta,https://www.buscojobs.cl/campana-de-promotor-a-vendedor-a-con-horario-flexible-en-providencia-ID-16388735,campaña de promotor/a - vendedor/a con horario flexible sin descripción,Ventas,No especificado,No especificado
analista de ciberseguridad y cumplimiento,"ingeniero/a de ciberseguridad & cumplimientoen randstad professionals it estamos en búsqueda de un analista/ ingeniero de ciberseguridad y cumplimiento para importante cliente del rubro de las telecomunicaciones. tipo de proyecto: 6 meses – presencialubicación: concepciónobjetivo del rol: rol híbrido con balance entre gestión documental y seguridad técnica (blue team), fortaleciendo el sgsi y la capacidad operativa.? responsabilidades principales• gestión",Sin empresa,https://www.randstad.cl/trabajos/analista-de-ciberseguridad-y-cumplimiento_las-condes_46177023/,"analista de ciberseguridad y cumplimiento ingeniero/a de ciberseguridad & cumplimientoen randstad professionals it estamos en búsqueda de un analista/ ingeniero de ciberseguridad y cumplimiento para importante cliente del rubro de las telecomunicaciones. tipo de proyecto: 6 meses – presencialubicación: concepciónobjetivo del rol: rol híbrido con balance entre gestión documental y seguridad técnica (blue team), fortaleciendo el sgsi y la capacidad operativa.? responsabilidades principales• gestión",Ventas,No especificado,No especificado
asistente de ventas,"<p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span style=""font-weight: bold;"">en robert half buscamos un/a asistente de ventas</span></p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""> </p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span style=""font-weight: bold;"">funciones:</span></p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""> </p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> preparar informes de ventas sobre el desempe</span><span lang=""en-us"">ñ</span><span lang=""es-cl"">o de la red de concesionarios de chile, dar seguimiento a las actividades de la competencia, al movimiento de la industria y elaborar informes de ventas de los concesionarios de forma regular.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> apoyar al departamento de ventas en la b</span><span lang=""en-us"">ú</span><span lang=""es-cl"">squeda de oportunidades de ventas a flotas y en el desarrollo del negocio de ventas a flotas, con el fin de alcanzar el objetivo de ventas de flotas.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> alcanzar el objetivo de ventas establecido por el departamento de ventas.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> realizar propuestas de promociones y otras campa</span><span lang=""en-us"">ñ</span><span lang=""es-cl"">as de ventas para aumentar el cumplimiento del objetivo de ventas.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> apoyar en la implementaci</span><span lang=""en-us"">ó</span><span lang=""es-cl"">n del sistema crm y del sistema de gesti</span><span lang=""en-us"">ó</span><span lang=""es-cl"">n de concesionarios para permitir que los concesionarios alcancen la excelencia operativa.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> gestionar directamente a los concesionarios de chile u otros mercados y lograr el objetivo de ventas.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> apoyar en la preparaci</span><span lang=""en-us"">ó</span><span lang=""es-cl"">n de reuniones con concesionarios, visitas a concesionarios y evaluaciones de desempe</span><span lang=""en-us"">ñ</span><span lang=""es-cl"">o de los mismos.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> identificar necesidades de capacitaci</span><span lang=""en-us"">ó</span><span lang=""es-cl"">n y dirigir actividades de desarrollo comercial para ventas y equipos relacionados.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> otras tareas asignadas por el departamento de ventas y la empresa.</span></p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""> </p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span style=""font-weight: bold;"">requisitos:</span></p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""> </p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> se prefiere contar con al menos 1 a 2 a</span><span lang=""en-us"">ñ</span><span lang=""es-cl"">os de experiencia laboral en la industria automotriz.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> se requiere t</span><span lang=""en-us"">í</span><span lang=""es-cl"">tulo universitario (licenciatura).</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> se requieren buenas habilidades de comunicaci</span><span lang=""en-us"">ó</span><span lang=""es-cl"">n escrita y oral en ingl</span><span lang=""en-us"">é</span><span lang=""es-cl"">s.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> buen manejo de herramientas inform</span><span lang=""en-us"">á</span><span lang=""es-cl"">ticas (ms office), especialmente excel, powerpoint, etc.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> el dominio de otros idiomas, especialmente chino, es una ventaja.</span></p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""> </p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""> </p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;"">trabajo presencial en las condes</p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""es-cl"">horario: lunes a viernes de 09:00 a 18:00, con una hora de colaci</span><span lang=""en-us"">ó</span><span lang=""es-cl"">n.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""es-cl"">esta posici</span><span lang=""en-us"">ó</span><span lang=""es-cl"">n estar</span><span lang=""en-us"">á</span><span lang=""es-cl""> basada en santiago de chile.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""es-cl"">podr</span><span lang=""en-us"">í</span><span lang=""es-cl"">a requerirse disponibilidad para viajar.</span></p><img src=""https://counter.adcourier.com/bwfnywxplnblcmv6lji5nzm3ljewote0qhjoawnslmfwbgl0cmfrlmnvbq.gif"">",Robert Half,https://www.roberthalf.com/cl/es/vacante/chile/asistente-de-ventas/63700-0013322325-cles,"asistente de ventas <p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span style=""font-weight: bold;"">en robert half buscamos un/a asistente de ventas</span></p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""> </p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span style=""font-weight: bold;"">funciones:</span></p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""> </p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> preparar informes de ventas sobre el desempe</span><span lang=""en-us"">ñ</span><span lang=""es-cl"">o de la red de concesionarios de chile, dar seguimiento a las actividades de la competencia, al movimiento de la industria y elaborar informes de ventas de los concesionarios de forma regular.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> apoyar al departamento de ventas en la b</span><span lang=""en-us"">ú</span><span lang=""es-cl"">squeda de oportunidades de ventas a flotas y en el desarrollo del negocio de ventas a flotas, con el fin de alcanzar el objetivo de ventas de flotas.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> alcanzar el objetivo de ventas establecido por el departamento de ventas.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> realizar propuestas de promociones y otras campa</span><span lang=""en-us"">ñ</span><span lang=""es-cl"">as de ventas para aumentar el cumplimiento del objetivo de ventas.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> apoyar en la implementaci</span><span lang=""en-us"">ó</span><span lang=""es-cl"">n del sistema crm y del sistema de gesti</span><span lang=""en-us"">ó</span><span lang=""es-cl"">n de concesionarios para permitir que los concesionarios alcancen la excelencia operativa.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> gestionar directamente a los concesionarios de chile u otros mercados y lograr el objetivo de ventas.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> apoyar en la preparaci</span><span lang=""en-us"">ó</span><span lang=""es-cl"">n de reuniones con concesionarios, visitas a concesionarios y evaluaciones de desempe</span><span lang=""en-us"">ñ</span><span lang=""es-cl"">o de los mismos.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> identificar necesidades de capacitaci</span><span lang=""en-us"">ó</span><span lang=""es-cl"">n y dirigir actividades de desarrollo comercial para ventas y equipos relacionados.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> otras tareas asignadas por el departamento de ventas y la empresa.</span></p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""> </p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span style=""font-weight: bold;"">requisitos:</span></p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""> </p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> se prefiere contar con al menos 1 a 2 a</span><span lang=""en-us"">ñ</span><span lang=""es-cl"">os de experiencia laboral en la industria automotriz.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> se requiere t</span><span lang=""en-us"">í</span><span lang=""es-cl"">tulo universitario (licenciatura).</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> se requieren buenas habilidades de comunicaci</span><span lang=""en-us"">ó</span><span lang=""es-cl"">n escrita y oral en ingl</span><span lang=""en-us"">é</span><span lang=""es-cl"">s.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> buen manejo de herramientas inform</span><span lang=""en-us"">á</span><span lang=""es-cl"">ticas (ms office), especialmente excel, powerpoint, etc.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""en-us"">*</span><span lang=""es-cl""> el dominio de otros idiomas, especialmente chino, es una ventaja.</span></p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""> </p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""> </p><p lang=""es-cl"" style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;"">trabajo presencial en las condes</p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""es-cl"">horario: lunes a viernes de 09:00 a 18:00, con una hora de colaci</span><span lang=""en-us"">ó</span><span lang=""es-cl"">n.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""es-cl"">esta posici</span><span lang=""en-us"">ó</span><span lang=""es-cl"">n estar</span><span lang=""en-us"">á</span><span lang=""es-cl""> basada en santiago de chile.</span></p><p style=""margin: 0in; font-family: 'calibri light'; font-size: 11.0pt;""><span lang=""es-cl"">podr</span><span lang=""en-us"">í</span><span lang=""es-cl"">a requerirse disponibilidad para viajar.</span></p><img src=""https://counter.adcourier.com/bwfnywxplnblcmv6lji5nzm3ljewote0qhjoawnslmfwbgl0cmfrlmnvbq.gif"">",Ventas,No especificado,No especificado
analista de cumplimiento y seguridad de la información,"analista / ingeniero de cumplimiento y gestión de seguridad de la informaciónen randstad estamos en búsqueda de un analista de complimiento y gestión de seguridad de la información para importante cliente del rubro de telecomunicaciones tipo de proyecto: plazo fijo 6 meses (full presencial)objetivo del rol: acelerar el cumplimiento de ley 21.663, 21.719 y resolución exenta 1318, mediante levantamiento, redacción, actualización y estructuración de toda la d",Sin empresa,https://www.randstad.cl/trabajos/analista-de-cumplimiento-y-seguridad-de-la-informacion_las-condes_46176994/,"analista de cumplimiento y seguridad de la información analista / ingeniero de cumplimiento y gestión de seguridad de la informaciónen randstad estamos en búsqueda de un analista de complimiento y gestión de seguridad de la información para importante cliente del rubro de telecomunicaciones tipo de proyecto: plazo fijo 6 meses (full presencial)objetivo del rol: acelerar el cumplimiento de ley 21.663, 21.719 y resolución exenta 1318, mediante levantamiento, redacción, actualización y estructuración de toda la d",Ventas,No especificado,No especificado
isa platinion recruiting (senior) specialist,sin descripción,Boston Consulting Group,https://www.buscojobs.cl/isa-platinion-recruiting-senior-specialist-en-la-florida-ID-16376780,isa platinion recruiting (senior) specialist sin descripción,Ventas,No especificado,No especificado
isa platinion recruiting (senior) specialist,sin descripción,Boston Consulting Group,https://www.buscojobs.cl/isa-platinion-recruiting-senior-specialist-en-penalolen-ID-16376782,isa platinion recruiting (senior) specialist sin descripción,Ventas,No especificado,No especificado
